Team ID, Mission Time (s),Packet Count,Altitude (m),Pressure (Pa),Temperature (F),Voltage (Volts),GPS Time (hhmmss),GPS Latitude (Degree),GPS Longitude (Degree),GPS Altitude (m),GPS Stats,Pitch (Degree),Roll (Degree),Blade Spin Rate,Software Stats,Bonus Direction
3279,784,771,0.58,96557.1,68.04,8.25,190703,32.2407,-98.2,345.3,8,-24,-131,0,1,22
3279,788,773,461.42,91351.4,68.05,8.05,190706,-1,-1,-1,1,-8,14,0,2,-1
3279,789,775,563.7,90227.3,68.06,8.27,190708,-1,-1,-1,2,-10,17,0,2,-1
3279,790,776,622.85,89582.4,68.07,8.11,190709,-1,-1,-1,2,-10,11,0,2,-1
3279,791,777,653.91,89245.3,68.08,8.05,190710,-1,-1,-1,2,-8,19,0,3,-1
3279,795,778,710.94,88629,68.1,8.11,190714,-1,-1,-1,4,-50,-24,0,3,-1
3279,806,779,567.79,90182.6,66.66,8.18,190725,-1,-1,-1,0,70,39,0,3,-1
3279,811,780,475.59,91194.9,66.25,8.27,190730,-1,-1,-1,6,-3,73,0,4,-1
3279,812,781,464.29,91319.6,66.16,8.19,190730,-1,-1,-1,6,-121,60,0,4,-1
3279,813,782,450.77,91468.9,66.1,8.27,190731,-1,-1,-1,6,-116,23,0,4,-1
3279,814,783,434.85,91645.1,66.04,8.32,190732,-1,-1,-1,8,-134,110,0,4,17
3279,819,784,355.24,92530.1,65.71,8.43,190738,-1,-1,-1,1,-50,49,0,4,-1
3279,826,785,250.3,93707.2,65.29,7.91,190746,-1,-1,-1,0,38,-22,0,4,-1
3279,827,786,235.16,93878.1,65.19,8.32,190746,-1,-1,-1,0,-31,-115,0,4,-1
3279,828,787,222.35,94022.8,65.22,8.44,190746,-1,-1,-1,6,159,79,0,4,-1
3279,829,788,216.56,94088.3,65.2,8.33,190748,32.2443,-98.1993,-1,6,115,72,0,4,-1
3279,830,789,202.49,94247.5,65.15,8.35,190749,32.2445,-98.1989,345.3,6,114,78,0,4,-1
3279,831,790,194.16,94341.9,65.1,8.31,190750,32.2447,-98.1988,344.4,7,65,95,0,4,-1
3279,832,791,185.2,94443.5,65.04,8.09,190751,32.2448,-98.1988,338.1,7,114,92,0,4,-1
3279,833,792,178.61,94518.3,64.96,8.38,190752,32.2449,-98.1988,331.2,7,-9,79,0,4,-1
3279,834,793,169.63,94620.3,64.9,8.04,190753,32.245,-98.199,315.6,7,117,109,0,4,-1
3279,835,794,154.66,94790.6,64.83,8.1,190754,32.2451,-98.1989,312,7,54,105,0,4,-1
3279,836,795,143.81,94914.1,64.82,8.43,190755,32.2452,-98.1992,310,7,80,96,0,4,-1
3279,837,796,133.03,95037,64.75,8.36,190756,32.2454,-98.1994,303.9,8,101,88,0,4,-1
3279,838,797,121.88,95164.2,64.73,8.36,190757,32.2455,-98.1996,315.3,8,198,44,0,4,47
3279,841,798,73.04,95723.1,64.58,8.65,190801,-1,-1,-1,1,54,13,0,4,-1
3279,842,799,66.93,95793.2,64.52,8.61,190801,-1,-1,-1,1,151,69,0,4,-1
3279,843,800,53.16,95951.3,64.43,8.55,190802,-1,-1,-1,7,91,95,0,4,-1
3279,844,801,45.88,96035,64.35,8.61,190803,32.2464,-98.1998,-1,7,153,67,0,4,-1
3279,845,802,26.22,96261.3,64.3,8.55,190804,32.2465,-98.1998,357.6,8,106,67,0,4,-1
